Distances provided by Rembrandt																																																																																												
																																																																																												
	F6	V3A	PIP	OPAI	PIR	TEav	ENTO	TEOm	7op	POLE	PBc	F1	F2	1	DP	7B	TEpv	MT	46v	F7	PERI	ProStr	29-30	12	TPt	TEam-a	25	45B	F3	TEad	OPRO	F4	FST	23	Gu	MW	TH-TF	V6A	STPr	46d	24d	8B	13	PBr	MIP	11	V2	AIP	V6	LB	Core	V4	10	24b	TEam-p	24a	9-46v	24c	8l	ProM	45A	IPa	SII	TEpd	9	MST	MB	LIP	44	STPi	5	INS	3	7m	PGa	2	8m	V1	31	F5	TEO	VIP	V4t	V3	7A	32	9-46d	Pi	STPc	8r	SUB	14
TEpd	48.7479211112	29.5938318705	32.8719527276	33.5473972434	26.1098547802	23.2329272047	24.1745799458	7.9377522847	26.7791208838	26.5551617889	25.9433541188	38.131815246	45.7216164587	34.1658623454	32.6266368683	32.6405903585	7.1748861526	15.147530306	46.1724213651	49.2842083829	23.437305135	22.6007199947	32.052661007	40.4973769932	27.6944099773	14.2770080229	36.9470704367	39.0956351566	44.7686209999	16.7525509868	29.0617544825	36.3099333479	8.9544896307	35.6397248589	35.1391083534	27.7738364471	17.7283401371	33.1408039882	18.9137198919	48.3312837632	42.0510183285	42.3995825089	37.5047573322	22.458306984	35.8177574507	48.0460245588	24.6176010287	28.9456091475	31.9130753846	21.5427387521	20.2769473137	14.8355318668	52.2301954438	44.179635559	6.816188148	43.868116871	42.9709419356	47.8203956391	40.4306284914	36.430715242	39.45154211	13.9063888834	30.931510388	0	52.1015359127	20.4157564485	21.4696663525	34.0158681419	32.396987356	21.5371154621	39.9884418382	22.0779864395	40.6326774745	39.2437869479	16.4340471329	36.4407169935	42.206528945	30.9458491568	35.7510829477	35.2559294122	11.9076058558	28.7822865249	17.6679894104	22.2881898285	31.9195073847	47.7848576106	45.0918471192	24.5279434595	21.7697777108	39.7930317654	14.1656213078	46.0296767814
9	8.8649859871	56.5272324014	50.8105164437	21.9656557241	28.5437187883	44.18547178	43.4377525272	50.7473751816	40.6462408337	37.5099129528	48.5220653076	30.9399220862	18.9362213299	37.9341028199	58.025469612	42.52613481	49.1836706073	53.0741564244	8.638138537	8.6311679453	41.8042585128	48.3271166209	39.8610486584	14.6070080385	48.3302336904	41.4289784788	19.9972414283	21.5862963741	17.4551319008	44.6170258589	25.0074962166	21.7135034478	46.8003739744	29.1698142381	27.4673528005	36.2214110886	53.3879933119	51.1094159243	38.1245781602	4.3699042892	14.9882603685	13.0897596276	16.0590678098	40.8929179504	49.4926642894	8.8314352395	57.359722076	39.0436467172	57.9398538365	42.9580273829	40.4848206154	54.8665972094	11.3670552057	13.9834580246	48.7200419234	13.345611713	15.451370878	6.9913120296	19.9443808224	28.0321328788	21.1573118019	40.3280394399	32.4264908713	52.1015359127	0	47.4256939849	35.7525505543	50.8559346508	20.9399072944	46.3396031395	46.9186569002	31.9107378542	33.9486348292	49.0071800621	38.1721880182	34.7605609234	13.3954702979	60.0750661393	41.0077959906	28.479795044	56.0071615212	43.2703712184	57.2688802194	58.5910637364	47.6935015153	9.3107039464	9.8170609041	33.3595607597	47.5665810988	16.1311564935	44.7996403165	13.2373600709
MST	41.6724580372	17.5397713039	17.0573665415	33.7701762443	29.0330798024	34.4145361667	31.7968989147	15.5453839821	12.3854297116	34.3965008706	11.1995326035	24.9030909142	35.4152493317	21.8694445086	20.9715514983	17.4514280053	18.5949819432	12.0175028506	42.8722642901	42.1286372487	31.7033824544	13.2789397838	19.3457374761	38.1807186622	8.6491289231	25.9783468872	36.3201848163	35.522995128	35.1984854148	30.5875008154	30.4447865352	27.4358243461	11.4788660102	24.1416139595	33.3755556592	18.7985009578	20.3915118661	18.5451771286	25.1855974825	44.6401998457	34.2998307465	35.3258462047	36.5105768686	25.0911617972	20.3254514379	45.4654015177	18.6477601251	14.4179361276	20.2131272228	19.9506072537	21.0318400644	15.5291080969	50.3065905055	37.5288284672	21.9403574434	37.936828333	39.1445026077	43.671761632	35.6650231596	33.286849848	37.3434317043	23.4028082336	22.4816743933	20.4157564485	47.4256939849	0	25.5693260191	17.4698233924	27.9737271965	14.0097984097	24.3955553311	18.220800013	26.8215075584	23.7112094253	24.3208427544	27.647082359	36.0742711389	20.7341040814	21.6116416349	31.009750142	17.4409680477	13.2691313407	15.8607156363	18.7917062527	13.3729865684	44.6407571398	39.9878595924	30.0054968337	3.4403735646	34.7039866363	23.0405401434	44.3669513571
MB	34.2606411505	38.2874044668	38.0343443187	17.4666135145	8.843200595	15.8149514332	18.8878762438	22.500345002	25.6564993962	12.1395366387	22.1550333556	32.0976050019	34.3623138853	26.7970045404	42.6894652951	29.6784512489	18.4260486845	29.2632023651	29.3748820556	34.7152054639	15.7496346498	28.2411867727	31.2139520447	23.5515021083	31.8913474647	9.9065681917	21.1259882954	23.0973902642	32.728716624	14.138894831	11.5941709076	24.7501229972	19.7228911834	29.1021994833	17.6085522493	24.6549003274	23.4088610041	38.0911541618	4.4981484361	31.6348591636	28.8849102665	28.2113610647	20.4108293139	5.3282282446	39.1160835218	31.2574254578	33.8664422791	26.4720329462	40.4124949963	9.4764831699	6.7323302139	27.4074210625	35.9936226744	30.1763021394	16.9975569524	29.393316489	26.8490897139	31.7865296175	25.4472733949	19.7500625864	22.4047252819	8.6055544688	19.9498630583	21.4696663525	35.7525505543	25.5693260191	0	38.4686161288	17.7186810277	16.0905760099	41.1432565175	11.778785915	36.4788091285	41.7229942258	6.510118472	23.4175586807	27.7453635834	40.545437819	35.1770232693	21.0620446474	27.9155390679	31.236991825	33.2413775758	33.7287165816	34.6005827174	31.5693409133	29.5832194861	6.3275370398	24.7926829835	25.0523535661	14.6615395612	29.8504246896
LIP	43.5826000484	13.3494033373	2.8705781928	40.084294425	38.6955506026	45.5003832918	40.9111669584	28.969291718	19.2905496529	44.9267368595	26.0089520073	25.2465411548	35.2311606389	26.394205294	11.1556405715	22.7426487487	31.6401002836	21.1568852275	48.1975874768	44.2467499399	41.4672606487	16.2425189415	13.8265537607	45.1386788686	13.300030005	38.6539055889	41.4253327748	42.1605834773	35.4732599986	43.4860394484	39.1942965523	30.6584239369	25.2274674889	22.4926540002	42.4973640324	19.2244560919	28.5897774749	7.7745201358	38.4403426614	48.90284648	36.1718383976	38.2212206346	43.2014950369	39.6958204846	9.520686217	49.9103395588	26.6438969817	19.1790517629	13.5110318668	34.6947604206	35.7435027125	24.9953269258	54.5493317126	39.0066858262	35.7498161117	39.813446537	45.4934053257	46.8673687592	41.920615457	41.9132128553	45.4948451236	36.0783669353	30.0712892993	34.0158681419	50.8559346508	17.4698233924	38.4686161288	0	35.0205308189	30.0960509373	17.5066381741	29.1079604736	22.1743592664	13.0820241374	36.7035213869	35.4316280694	40.3781087089	17.1799319268	13.5217524994	38.6752959728	28.1546582718	7.5855634324	21.6313283138	25.5495916875	15.6714782359	47.8878952362	44.9111757278	41.345171106	19.7689511279	39.9967203693	34.8263694794	49.01001612
44	18.0324657886	39.2392334765	35.440861896	14.0212137849	14.0260644097	29.1632198376	29.1889077237	30.773388938	21.0402351739	22.7907347484	28.6055356012	19.7307454459	18.7318926968	18.5057651781	41.4490365519	22.4079280855	29.4645903731	33.5398407857	15.2798899674	18.0360983892	27.2318376281	31.0915195611	26.6990156939	10.5781836395	30.2178262199	23.7738853264	15.8509432875	7.9231289828	17.2263148993	28.1201087187	11.7127956265	9.4950135995	26.7716102989	18.6587033497	11.153272091	21.9537890652	34.9735383673	36.1582474481	20.1182553745	17.9118883392	13.3895256233	11.3726043505	11.0928674039	21.9296383498	35.2434353387	19.6110010425	39.1064090574	20.122267009	41.4002028189	23.3491938393	21.0080866688	35.1430863357	24.6925160978	16.0902508197	29.1431770904	15.9341663255	11.283007398	18.4548372638	8.1990330301	11.0459624539	10.6805679366	22.0936939801	11.4865835769	32.396987356	20.9399072944	27.9737271965	17.7186810277	35.0205308189	0	25.8734499303	33.921991564	11.21573413	25.6448383138	36.4677131154	20.3774356067	14.2846841601	10.3190060467	42.5881340148	29.0182860815	8.7416081341	35.9783978457	27.6088978389	37.6672476271	39.9664727486	29.0036231609	19.8794860999	13.155429205	17.7958534123	27.7455656648	7.6609957189	26.857613611	20.2387570228
STPi	42.6056529804	29.5504414112	29.7968923869	30.2783351772	22.9976566528	27.7367609624	28.0828359737	19.3419060272	20.7185275629	27.2167422651	7.7897663934	31.1302439805	38.9081998934	26.6909768177	33.4068657757	26.5799970376	18.5650974142	21.4933660131	40.5828974745	42.969014687	26.6281994199	23.1728623114	28.4841655663	34.9193267725	19.5278387126	18.8442763619	33.610632099	33.1594716675	38.2240296251	23.9248412049	25.175178169	29.4580682873	15.3256654721	29.3657656099	29.8502501363	24.8070522464	24.72624474	31.0132775009	15.9811552723	42.8803366263	35.9754653856	36.0558162919	32.7419436536	13.3887407182	32.3569856831	43.2173286998	28.3986755182	22.6097414601	32.1828230526	8.0578330799	10.2018291665	23.2646839157	47.9746534224	38.6213691898	19.2491881814	38.4386007367	36.8721574024	42.6113044918	33.9123289555	30.208398644	33.6549744547	16.2687377084	23.719828354	21.5371154621	46.3396031395	14.0097984097	16.0905760099	30.0960509373	25.8734499303	0	34.3613418481	15.0215479716	34.560913553	35.525419839	16.77433822	29.4685060519	35.6937057116	32.2552775177	31.4927692469	28.7253156183	24.2659256038	24.3994722886	25.5917743104	28.6204599748	24.1735125344	43.1212599943	38.8563730729	22.0665171376	11.4350536124	33.2747322295	19.3249665394	41.8971357691
5	38.8830374109	23.8203645329	16.8927900815	41.1522482002	40.9217875999	50.1969157885	45.4526730857	35.1004701794	21.6393187937	48.1950500675	31.3409329042	19.1473947921	29.1152836626	22.8520016635	26.7604854487	25.3756068872	37.7957492398	30.0783506602	45.8694936003	39.2959586866	46.1974896348	24.3293568469	16.7708097852	43.4845708857	22.1103156914	42.8595915799	41.9829394928	40.623816127	30.2515916504	47.9306346817	40.6744039869	27.2244733066	31.0339522075	20.3711979479	42.540458442	22.8301129656	36.0371013916	14.8273125164	41.8566742886	45.8754499986	32.3427642093	34.3577039317	42.6906038908	42.9101266357	10.5413498665	47.8645627697	35.5621417505	20.2655394074	22.13896727	37.9915180325	39.0595413413	34.0492155043	52.6662789665	36.0454085451	41.1831732315	37.2055308211	43.2747370319	43.924532732	40.2265693194	41.9079314252	44.550463874	40.2840529263	30.7583207831	39.9884418382	46.9186569002	24.3955553311	41.1432565175	17.5066381741	33.921991564	34.3613418481	0	30.5731989602	14.6738520117	10.2409434824	40.5330122133	36.3267489731	37.3886786579	26.7680178922	13.5405189441	37.9179775431	36.7953598695	12.4131399595	32.3058404545	36.0008776034	23.560498978	45.6700399636	42.1846394013	43.9343482867	25.9355687034	37.6809353146	40.2624449919	48.017381101
INS	28.2330285934	30.9788062007	29.2447452357	18.6990100872	13.7314224691	24.495354489	24.1562534593	20.1690879835	14.9237617831	20.9515128751	18.7553206124	21.240297078	25.9318435026	16.1350473234	34.4120776995	18.8232996415	19.1059683915	23.3433863647	26.204961675	28.4137503186	22.6372494372	22.7933774323	23.007905802	20.9193146183	23.5433664545	16.6701786319	21.673259577	18.9159204096	24.8603298248	21.680668447	14.2154568139	15.603422008	16.1750281135	19.7829066088	15.8215315852	17.9802405083	25.1318376438	29.9319756348	13.4496602823	28.6616060069	22.0151529166	21.572439842	19.6329197811	14.1531986045	30.1310232442	29.5758284608	29.6418227943	15.6168813388	33.4304806397	13.9456949706	12.3443426376	24.5607482738	34.4861547236	24.8767037835	19.3396422347	24.7870005119	22.4409437056	28.6733545195	19.2224392911	15.8965323028	19.8770124037	14.4140837463	9.9585457211	22.0779864395	31.9107378542	18.220800013	11.778785915	29.1079604736	11.21573413	15.0215479716	30.5731989602	0	26.3995296834	32.4556288369	13.5468456537	15.0417503686	21.0149507911	33.9456485235	26.1525793002	13.9361504104	25.3818156603	21.8856130375	27.4417946621	30.0777262515	23.8678451042	29.5553983053	24.1664834085	15.3081727463	17.9083290181	18.5848425651	18.5381546379	28.9081895347
3	25.6679970428	29.2428890675	21.8074851334	31.8210558262	33.7930323816	45.3751836691	40.4843102166	36.0008618101	23.0472654684	41.5490809905	33.2022969837	11.581742914	15.8316684604	22.9126351883	30.6715372213	26.3013269387	37.8208160788	32.7462831468	34.1816678268	26.3089954726	41.0909310052	26.1155240188	15.4117180409	33.2807778868	24.6492180659	39.3292509872	32.0820033701	31.3454561202	16.6915904945	44.4090142957	32.5551556327	17.3605732083	31.9343438382	10.7698983585	35.8171046208	18.0994298164	36.494471161	22.1092368967	37.8107450544	33.4525291075	19.8507989861	22.5064630584	32.402217457	39.4682196203	19.10641886	35.9562705614	37.2823929265	20.9894107536	29.7238097345	37.2129446319	37.0752143146	36.1825632232	40.6907162001	24.3370270898	40.4042759301	25.6534720315	32.8750669695	31.5599936891	30.3547869693	35.8420290994	35.3260113216	36.915952922	27.4295108129	40.6326774745	33.9486348292	26.8215075584	36.4788091285	22.1743592664	25.6448383138	34.560913553	14.6738520117	26.3995296834	0	19.5368480741	36.3632584647	33.453993693	25.8280371205	33.1156405612	15.189806436	31.9971752853	39.0189290024	15.3394886583	35.1955777183	38.1013338684	25.9420439266	33.7868157631	30.492940309	37.6892555421	28.2367642573	27.1909478592	38.005684529	36.7935443681
7m	41.7945874379	17.2831019626	11.9307230938	40.2964620181	40.528911945	47.9748568429	42.9310805584	34.3951060224	24.5676195049	46.8266737302	32.4199731531	23.7045885308	33.6748602053	28.9744997927	22.4257737037	28.8264990548	36.1345479612	27.3990427362	47.6557136871	42.5132390843	43.6561818358	19.494743369	12.0355566917	45.7215543518	21.8353172558	42.0421855766	41.0252678377	43.0371881625	33.9956165178	46.931649094	40.6694212323	30.5952811935	30.3285880505	20.1567361787	44.9352078028	19.3388666138	32.1763053724	8.1501899443	41.825236767	47.4804946095	34.1322465048	37.1815418755	43.5397550343	43.7401696512	5.2124876509	48.5416933004	31.5056462789	24.0585817344	15.8522680801	39.2528733251	40.0872523701	30.2889685456	53.0253059248	36.4899062212	40.6384399564	37.5387202981	45.796448559	44.7991114917	42.6424637359	44.8272091507	46.9388221274	39.4666469231	33.9237610706	39.2437869479	49.0071800621	23.7112094253	41.7229942258	13.0820241374	36.4677131154	35.525419839	10.2409434824	32.4556288369	19.5368480741	0	39.8308209108	39.5767949664	39.7519672106	20.3854228577	9.0241155857	41.5311945903	34.3046801989	11.1726572428	29.154005531	31.4011485855	24.7033216539	45.9616677982	44.5718775231	43.7211741224	26.3375602615	40.1860905769	38.2156401641	47.9577031635
PGa	36.2282150274	35.2887802776	35.8497344774	18.5681508636	10.1626970226	11.2342527577	13.0925690819	19.069856055	26.0753040887	11.1492755038	23.0949413773	33.277012312	35.943220697	28.2573336613	40.4052536952	30.3938500711	13.5823108293	26.2540622495	32.0168019194	36.854284327	10.5348059311	24.5861802539	29.1329100448	26.3750471976	31.0319791634	3.3964497197	22.0920427436	25.8990002176	34.3288428868	8.1338227934	13.4918599075	26.686293294	16.2924022364	29.1431196253	20.4349663619	22.3253190336	17.2099183928	35.4749713825	3.6399326473	34.0723364794	30.5953931011	30.4135437204	22.6273930675	9.7261026148	37.0355232492	33.3821243993	29.7664740727	26.9650387552	37.1190350662	12.7457092603	10.212406511	23.3298771478	37.5779740803	31.7091933067	10.919660733	30.9177574494	29.6053411503	33.7924452486	28.1001809232	22.5764766989	25.2282703713	2.5276582495	22.113563632	16.4340471329	38.1721880182	24.3208427544	6.510118472	36.7035213869	20.3774356067	16.77433822	40.5330122133	13.5468456537	36.3632584647	39.8308209108	0	25.8604587999	30.2417351724	37.3360440855	33.5122167124	23.7339511275	24.1949602965	29.6757158882	29.5793350456	29.3253553056	34.3126954728	33.3267331766	32.0742110507	8.2072455538	23.7714797208	27.7048542308	8.3191026422	31.2607107174
2	32.3171499488	38.0459240537	35.7732823412	24.0686029374	21.25893991	35.7076102447	35.931499191	33.2861188545	17.1015824844	29.7370394989	30.1580468573	26.140488149	31.4123773653	17.1510003005	40.546631881	17.0462450894	33.4426628873	34.4216625995	28.0921077511	32.3207825493	33.9364649213	32.6195093134	31.3691043116	21.7225787361	27.4127684087	29.2483677209	26.889718244	19.6665731169	30.4482695948	33.9942815933	19.7335644258	20.7312627951	29.2196008826	27.1517051472	10.9379775149	27.5173257758	38.9753934057	37.0465177373	25.6393648431	31.2121295887	27.2222477507	25.6572885106	22.0175662674	26.8357795074	37.1051548476	32.2356188759	40.4902898657	18.0758748714	40.7191343168	27.855476691	25.4581791809	37.1024862436	37.4277892674	30.0928955449	33.4450204938	29.9129576372	24.0501727786	32.2226684182	22.2080260225	9.7631305358	18.193361724	27.2032599695	6.1635722244	36.4407169935	34.7605609234	27.647082359	23.4175586807	35.4316280694	14.2846841601	29.4685060519	36.3267489731	15.0417503686	33.453993693	39.5767949664	25.8604587999	0	24.6036902068	41.6364287905	33.974182106	9.6547243949	38.1626826056	28.6881766857	38.3662547358	41.0758279397	25.8045098486	33.1805949815	27.1338449138	24.5117183436	28.86660869	21.9456798791	31.8981989374	32.8578319564
8m	10.0833578693	45.7224044642	40.617966892	18.7825228418	22.5549289742	38.1590721544	37.497504157	39.9470437968	29.2021091057	31.4878711759	37.2751572571	21.794317351	13.3024121459	26.6646338402	47.2605660344	31.2540005684	39.2029599924	41.8268000906	12.553857055	9.0559003979	35.8426799203	38.0819101105	30.4699407689	11.4288124661	37.1154290774	33.638184892	18.5999729228	10.5842971082	11.8362121821	37.8116209735	19.4624821095	11.0247246184	35.8805258248	19.9536082227	19.828933197	27.0023800448	44.4309752726	41.1539687429	30.1449379302	12.0016434861	8.1566929733	3.9403774999	13.7031547053	32.0294949084	39.5574592971	15.9546835615	46.9302607529	27.7741777375	47.4587152888	33.527704977	31.1716950961	44.0615368693	20.945005251	10.9124588307	39.0526830966	11.4067217395	10.6918047972	12.8694126638	7.9916369222	19.9863739276	14.1299455933	32.0318266016	21.553149074	42.206528945	13.3954702979	36.0742711389	27.7453635834	40.3781087089	10.3190060467	35.6937057116	37.3886786579	21.0149507911	25.8280371205	39.7519672106	30.2417351724	24.6036902068	0	49.3760032541	31.7962015015	18.8391441358	45.0873133716	32.7925452765	46.0215238857	47.956530432	36.4108732833	15.6535854803	6.0132249974	26.9474006925	36.2322518951	4.0529020798	36.4238182483	18.2634717108
V1	53.3511661326	5.5828130187	14.7069562839	45.445087703	42.3410296202	45.2264286647	39.8500822481	26.2097048476	25.7341318935	46.6242636071	30.6887101711	35.6041086956	45.8177497683	35.2832766168	17.8198733903	30.5501676216	28.7442976228	19.2053864637	56.5642525146	54.1361734506	41.7760728126	13.8692046129	22.2665116477	52.9148544821	22.1315536259	38.5583850907	47.2702267204	49.9141596086	46.0029373922	42.6528316511	43.9660812128	40.2652706538	23.5964237932	32.6252551106	48.7949316407	24.9909886322	26.7370553006	12.5511881885	39.2472367076	57.5682903943	45.7664057898	47.8422613717	50.1965536228	41.2551344704	16.5091869709	57.7178262023	19.7502848035	27.6014358523	4.6974616239	36.7929173353	37.5494248806	19.3693324115	62.1559233789	48.2694365405	34.0044010259	48.7461817199	53.4567264382	55.5026552382	50.0164748997	48.6113703798	52.6748178454	36.0674708559	36.4710208248	30.9458491568	60.0750661393	20.7341040814	40.545437819	17.1799319268	42.5881340148	32.2552775177	26.7680178922	33.9456485235	33.1156405612	20.3854228577	37.3360440855	41.6364287905	49.3760032541	0	23.4657912294	45.686453932	22.6962476064	18.180074905	20.3648541473	18.2613711984	25.9320484576	56.0335519679	53.6696443931	43.8011194884	23.6091704336	48.6494991206	33.5255269575	56.0130924276
31	33.7264204399	19.7763217028	12.9079044068	32.0183962917	32.9257148166	41.5326606701	36.0944754303	30.9519329684	20.8811928967	39.4736008092	29.1395948929	19.3124839317	26.422327003	24.2628211903	22.775599774	25.3106222219	32.2476665475	26.1321982706	39.5678320822	34.4450720863	36.9378056997	17.1999361432	4.8259308488	37.8007383369	20.1603087401	36.0950016443	32.7988476095	35.3793576948	26.5148410857	41.0284048702	32.8097286817	23.0521757448	26.8854149965	12.0692871683	37.6897026584	11.9813753183	28.8641350846	11.5592967285	35.5483383265	39.4002467569	26.034619537	29.1624569963	35.339160437	37.786125229	9.8164951824	40.1818926453	29.2185891483	20.2765145419	19.7268644958	34.2828081642	34.7088522136	28.7841148724	44.9737713199	28.3724670189	36.0195999201	29.2900459959	37.9334240915	36.5758658534	34.9480312562	37.9048104824	39.3764220789	33.5194629907	27.9508146084	35.7510829477	41.0077959906	21.6116416349	35.1770232693	13.5217524994	29.0182860815	31.4927692469	13.5405189441	26.1525793002	15.189806436	9.0241155857	33.5122167124	33.974182106	31.7962015015	23.4657912294	0	34.9749959186	32.7616017996	8.6512364462	28.38778291	30.1800631382	22.4100996641	37.7871583926	36.6161118141	36.4667183259	23.8263847998	32.2828940695	32.9827530152	39.5895042275
F5	26.4729259528	42.132760852	39.2937812373	20.4278261852	18.0584338725	32.8398029842	33.5805363863	33.720653104	21.6191985341	26.6858020703	31.7728923245	23.5413563582	26.5581097956	19.3226047538	44.3382572798	21.8386535206	32.3367772702	36.6398214978	21.8072676732	26.4147635109	31.3049042257	35.1395784506	32.6738613522	15.6520223753	31.6292498466	27.1304008472	22.8817593602	13.5960167561	25.5851120501	31.6838346292	16.0368817763	15.9744458523	29.7097856922	25.6859203038	9.0017598947	28.1145352379	38.1743361042	40.417544314	23.4616189942	24.9022642798	22.1311337575	20.004623634	16.7655941871	24.8357504366	39.7905357078	26.1845154912	42.7468605093	21.2004794605	44.6829633168	26.3131601206	23.9158626105	38.0955058525	31.346651591	24.7528298871	32.2293624983	24.473590163	17.7330067226	26.054966081	15.8908599665	6.0948835157	12.3408091317	25.282248079	10.5474681223	35.2559294122	28.479795044	31.009750142	21.0620446474	38.6752959728	8.7416081341	28.7253156183	37.9179775431	13.9361504104	31.9971752853	41.5311945903	23.7339511275	9.6547243949	18.8391441358	45.686453932	34.9749959186	0	38.916573239	31.7064872827	40.7584575835	43.3461579288	29.7816000178	27.2914363887	20.8705408406	21.5124947212	30.9129223881	16.0490811985	30.2612454006	27.2789870307
TEO	51.4560081862	21.8962024879	26.7788647839	39.1996048207	32.5431803018	31.8489909517	30.0937335392	8.5667288346	25.2361963867	35.173069013	25.1125080506	37.3064188719	46.5558772972	34.0585917929	25.4673840271	30.7120901986	12.0269001532	10.1983893851	50.7273278104	51.8656217593	30.6257537906	19.002786494	29.7475999745	45.5304863033	24.4500000957	23.683019004	42.3107649504	43.6904387702	45.9576841651	26.7725781872	35.064548456	37.6297894644	9.3928286212	35.3839157912	40.517656061	27.6428497065	19.0687696857	27.1099201556	25.878048846	52.7123891756	44.1976702656	44.9295703673	42.9446166806	28.6912037651	30.436578278	52.8273670208	18.0630825376	27.2102718772	24.3726481471	26.76501897	26.0888907217	8.1695996186	57.3339439679	46.8094212478	16.3061998888	46.843833375	47.1949971019	51.8936629474	43.8532485943	40.6753521957	44.484824084	22.1684576953	32.139315108	11.9076058558	56.0071615212	17.4409680477	27.9155390679	28.1546582718	35.9783978457	24.2659256038	36.7953598695	25.3818156603	39.0189290024	34.3046801989	24.1949602965	38.1626826056	45.0873133716	22.6962476064	32.7616017996	38.916573239	0	24.878118106	11.9952596669	14.6978331985	28.7604328482	52.3355002957	48.6606900306	32.0001057046	19.564320771	43.0701471271	20.3378235518	51.1721771023
VIP	35.9970366159	14.218529372	7.8334746597	32.5890238756	31.223858592	38.7483097445	34.0384937893	23.8943148662	13.6381916516	37.6478883058	21.2818699453	17.6911313079	27.8380637743	19.9388005976	15.4658356407	18.2209770726	26.1796321554	18.0343795002	40.6120240444	36.6611865075	34.6516200294	12.443116986	8.1562843639	37.6160062461	11.5412498365	31.8280515537	33.9505400899	34.7021564205	28.0819070097	36.8035421012	31.6744417496	23.1201270697	19.8277968942	15.1611088043	35.1793909533	12.4452300054	23.8230589833	9.0601852904	31.392315126	41.3172830476	28.5862749652	30.6356572022	35.6357918123	32.867585072	8.4765191166	42.3247761264	23.2297078182	13.8669928741	15.3575965633	28.1389086924	29.0826093672	21.7834694941	47.0526941177	31.5899230723	30.0295028056	32.3850752896	37.9503745254	39.296872612	34.4196177177	34.8063786844	38.0944289707	29.2525129001	23.52276872	28.7822865249	43.2703712184	13.2691313407	31.236991825	7.5855634324	27.6088978389	24.3994722886	12.4131399595	21.8856130375	15.3394886583	11.1726572428	29.6757158882	28.6881766857	32.7925452765	18.180074905	8.6512364462	31.7064872827	24.878118106	0	20.0692696244	23.6591654347	13.9679757456	40.3956658683	37.3256122953	33.9415676885	15.517985214	32.453689569	28.5702671937	41.5045557496
V4t	51.6977755219	18.3957843198	21.0618837334	42.0485899967	36.7632917882	38.138384268	36.5086142421	11.5339578894	23.0295842798	40.5894854302	24.9709315756	34.795740189	45.3937942604	32.5886168854	16.3625975202	28.2995104335	19.3594983885	4.9269540161	52.5456994757	52.2405014036	36.8501749972	18.4452108902	26.4348146923	47.691390304	21.3737730591	29.0444407857	44.7530661978	45.3016269425	45.3739806621	32.4905298647	38.6339587527	37.71080963	14.1533492243	33.1075949661	42.7380699135	26.753455829	24.2194526314	22.5524360637	31.1692294701	54.3396075834	44.3261560685	45.3807046558	45.5303932798	33.8527412317	25.4810189106	54.7392883759	20.2800369348	25.0620906958	21.4652866607	29.392799769	30.1493073144	14.6862023417	59.4096623143	47.2052061639	20.6257567635	47.4081122552	48.9065516732	53.1917607085	45.4436549742	42.7741868463	46.762005166	27.7455694183	32.9489094611	17.6679894104	57.2688802194	15.8607156363	33.2413775758	21.6313283138	37.6672476271	25.5917743104	32.3058404545	27.4417946621	35.1955777183	29.154005531	29.5793350456	38.3662547358	46.0215238857	20.3648541473	28.38778291	40.7584575835	11.9952596669	20.0692696244	0	19.2009142983	25.4551365534	53.8740855801	49.8774098896	37.2037117886	18.4243759791	44.5278351535	26.8782920511	53.2274442433
V3	53.1216791736	17.9240725463	23.6353107679	41.5271127084	36.6445070882	35.1445165208	29.8730995615	19.2842561585	26.4627169037	39.3929202343	28.3721950113	38.3475082712	47.3847639626	35.6815285154	24.5889046723	31.7796650372	18.6865952882	16.5237796814	54.0868926947	53.813004257	32.1781709514	14.661046849	26.6903675229	49.5291826091	25.0895859122	29.5212266365	43.888759605	47.4974722884	47.01462996	32.5277543991	39.0106236983	39.8933722398	16.7795765595	34.7510010989	44.9150870167	24.9715243465	16.4284436789	23.629166251	31.4268592784	55.5117732784	45.4848029716	47.0678171062	46.4225607167	34.4521389723	27.3769064786	55.1844825473	5.7751944039	28.4367923942	20.206102842	31.8486750517	31.5942161637	8.0315705784	59.4688745744	47.7024936417	25.2719272967	47.8087948814	51.1078092622	53.828369576	47.63950032	45.1795100163	48.8439713335	27.4196972036	35.6502285628	22.2881898285	58.5910637364	18.7917062527	33.7287165816	25.5495916875	39.9664727486	28.6204599748	36.0008776034	30.0777262515	38.1013338684	31.4011485855	29.3253553056	41.0758279397	47.956530432	18.2613711984	30.1800631382	43.3461579288	14.6978331985	23.6591654347	19.2009142983	0	29.1330712021	54.0514069081	51.8712714058	37.0805276688	21.7772449623	46.6673776938	23.0573486957	53.0861893827
